MMSI,TrackNumber,SimpleVesselType,ComplexVesselType,StartTime,ContestVesselType
440014000,127283,Fishing Support Vessel,FISH CARRIER,1438150428,Support
440053000,106532,Purse Seiner,Single Purse Seine,1435709937,Seiner
440057000,106124,Fishing Support Vessel,FISH CARRIER,1435709994,Support
440080000,129597,Fishing Support Vessel,BUNKER,1435709357,Support
440101000,130929,Fishing Support Vessel,Fish Carrier,1435714097,Support
440102000,117910,Fishing Support Vessel,FISH CARRIER,1435708820,Support
440104000,127746,Purse Seiner,Single Purse Seine,1435709864,Seiner
440113000,114152,Fishing Support Vessel,FISH CARRIER,1435709897,Support
440170000,106644,Fishing Support Vessel,FISH CARRIER,1435991644,Support
440195000,100080,Purse Seiner,Single Purse Seine,1435709848,Seiner
440196000,102048,Fishing Support Vessel,FISH CARRIER,1435709950,Support
440214000,110973,Fishing Support Vessel,FISH CARRIER,1437805337,Support
440217000,122931,Fishing Support Vessel,FISH CARRIER,1435709882,Support
440220000,106984,Fishing Support Vessel,Fish Carrier,1435709993,Support
440222000,120443,Fishing Support Vessel,FISH CARRIER,1435709055,Support
440226000,121023,Purse Seiner,Single Purse Seine,1435768390,Seiner
440233000,100976,Purse Seiner,Single Purse Seine,1435709863,Seiner
440237000,123711,Fishing Support Vessel,FISH CARRIER,1435709966,Support
440241000,111493,Fishing Support Vessel,FISH CARRIER,1435710038,Support
440257000,103593,Fishing Support Vessel,Fish Carrier,1435709945,Support
440265000,117967,Fishing Support Vessel,BUNKER,1435709869,Support
440283000,103114,Fishing Support Vessel,FISH CARRIER,1435709196,Support
440444000,121021,Purse Seiner,Single Purse Seine,1435709985,Seiner
440450000,102870,Purse Seiner,Single Purse Seine,1435710015,Seiner
440517000,127061,Longliner,Tuna longliner,1436777812,Longliner
440523000,116745,Fishing Support Vessel,FISH CARRIER,1435709467,Support
440542000,102670,Purse Seiner,Single Purse Seine,1435709922,Seiner
440552000,123872,Purse Seiner,Purse Seiner,1435709852,Seiner
440575000,129164,Purse Seiner,Single Purse Seine,1435709971,Seiner
440595000,118425,Longliner,Tuna longliner,1435726067,Longliner
440617000,101947,Longliner,Tuna longliner,1435709320,Longliner
440644000,122423,Purse Seiner,Purse Seiner,1435709991,Seiner
440664000,118610,Fishing Support Vessel,FISH CARRIER,1435709004,Support
440671000,130683,Purse Seiner,Single Purse Seine,1435710040,Seiner
440704000,123357,Longliner,Tuna longliner,1435713172,Longliner
440770000,129020,Longliner,Tuna longliner,1435731935,Longliner
440773000,129831,Longliner,Longline,1435731579,Longliner
440801000,112803,Longliner,Tuna longliner,1435710088,Longliner
440809000,116409,Longliner,Tuna longliner,1435710073,Longliner
440822000,129702,Purse Seiner,Single Purse Seine,1435709558,Seiner
440823000,104101,Purse Seiner,Single Purse Seine,1435709875,Seiner
440885000,103411,Longliner,Tuna longliner,1435710226,Longliner
440886000,117441,Longliner,Tuna longliner,1435731990,Longliner
440900000,120691,Longliner,Tuna longliner,1436164901,Longliner
440944000,105487,Longliner,Tuna longliner,1435731969,Longliner
440992000,107776,Longliner,Tuna longliner,1435710008,Longliner
441024000,132644,Purse Seiner,Purse Seiner (one boat operated),1435709836,Seiner
441043000,123307,Longliner,Tuna longliner,1435731868,Longliner
441066000,112245,Purse Seiner,Single Purse Seine,1435709940,Seiner
441166000,115586,Purse Seiner,Single Purse Seine,1435709837,Seiner
441201727,116776,Longliner,Longliner,1435710161,Longliner
441201728,124986,Longliner,Longline,1435710377,Longliner
441201730,109057,Longliner,Longline,1435710248,Longliner
441201731,129077,Longliner,Longline,1435710237,Longliner
441201732,100453,Longliner,Longline,1435710150,Longliner
441251000,123474,Longliner,Tuna longliner,1435736422,Longliner
441377000,129516,Fishing Support Vessel,FISH CARRIER,1435821609,Support
441446000,112599,Purse Seiner,Tuna purse seiner,1435709858,Seiner
441493000,124203,Purse Seiner,Single Purse Seine,1435709904,Seiner
441630000,113149,Fishing Support Vessel,BUNKER,1435710147,Support
441675000,118349,Purse Seiner,Single Purse Seine,1435709919,Seiner
441680000,108094,Longliner,Longline,1435731842,Longliner
441690000,117819,Fishing Support Vessel,FISH CARRIER,1435709163,Support
441720000,117770,Fishing Support Vessel,FISH CARRIER,1435709874,Support
441734000,105902,Purse Seiner,Purse Seiner,1435728860,Seiner
441759000,121223,Fishing Support Vessel,FISH CARRIER,1435994822,Support
441811000,122545,Longliner,Tuna longliner,1435710025,Longliner
441825000,115650,Longliner,Tuna longliner,1435726266,Longliner
441853000,107299,Purse Seiner,Single Purse Seine,1435709998,Seiner
441865000,128500,Purse Seiner,Purse Seiner,1437196635,Seiner
441869000,123935,Longliner,Tuna longliner,1435710007,Longliner
441910000,101018,Longliner,Longliner,1435709068,Longliner
441922000,104893,Fishing Support Vessel,BUNKER,1435710105,Support
441923000,102952,Fishing Support Vessel,FISH CARRIER,1435711205,Support
441930000,114736,Purse Seiner,Single Purse Seine,1435709943,Seiner
443200156,108320,Purse Seiner,Single Purse Seine,1435711862,Seiner
452005511,105301,Purse Seiner,Single Purse Seine,1435709973,Seiner
452976810,122141,Fishing Support Vessel,BUNKER,1435709977,Support
503555500,127471,Longliner,Longliner,1435797329,Longliner
503597400,109165,Longliner,Longliner,1435710655,Longliner
503798900,123600,Longliner,Longliner,1435711475,Longliner
510021000,115085,Fishing Support Vessel,FISH CARRIER,1435743673,Support
510054000,131693,Purse Seiner,Single Purse Seine,1435709418,Seiner
510056000,116345,Purse Seiner,Single Purse Seine,1435710065,Seiner
510057000,117088,Purse Seiner,Single Purse Seine,1435709901,Seiner
510060000,123793,Purse Seiner,Single Purse Seine,1435709888,Seiner
510061000,110888,Purse Seiner,Single Purse Seine,1435709877,Seiner
510062000,118654,Purse Seiner,Single Purse Seine,1435709906,Seiner
518100013,111306,Fishing Support Vessel,BUNKER,1435722738,Support
518100015,100292,Fishing Support Vessel,BUNKER,1435737808,Support
520187000,111649,Longliner,Longliner,1435710131,Longliner
529052000,126265,Fishing Support Vessel,FISH CARRIER,1435710119,Support
529101000,126716,Fishing Support Vessel,FISH CARRIER,1435709832,Support
529120000,112213,Fishing Support Vessel,FISH CARRIER,1435709774,Support
529126000,127345,Fishing Support Vessel,Bunker,1435720259,Support
529268000,130215,Fishing Support Vessel,FISH CARRIER,1440402906,Support
529354000,115001,Fishing Support Vessel,FISH CARRIER,1435710015,Support
529417000,114693,Purse Seiner,Single Purse Seine,1435709921,Seiner
529435000,127087,Purse Seiner,Single Purse Seine,1435711063,Seiner
529440000,110803,Purse Seiner,Single Purse Seine,1435763186,Seiner
529469000,111200,Purse Seiner,Single Purse Seine,1435709924,Seiner
529485000,122806,Fishing Support Vessel,FISH CARRIER,1435711117,Support
529567000,103062,Fishing Support Vessel,FISH CARRIER,1435709767,Support
529578000,107543,Fishing Support Vessel,FISH CARRIER,1435763048,Support
529605000,132309,Fishing Support Vessel,FISH CARRIER,1435710061,Support
529607000,119638,Fishing Support Vessel,FISH CARRIER,1435708890,Support
529632000,105633,Fishing Support Vessel,Bunker,1435711094,Support
529650000,128742,Fishing Support Vessel,Fish Carrier,1436333803,Support
529687000,108656,Purse Seiner,Single Purse Seine,1435709876,Seiner
529695000,120526,Purse Seiner,Single Purse Seine,1435709903,Seiner
529729000,129488,Purse Seiner,Purse Seiner,1435710310,Seiner
529736000,104751,Fishing Support Vessel,FISH CARRIER,1441002468,Support
529758000,117273,Fishing Support Vessel,FISH CARRIER,1436102480,Support
529764000,101414,Fishing Support Vessel,Fish Carrier,1435709635,Support
529766000,124576,Fishing Support Vessel,Bunker,1435709832,Support
529770000,125788,Fishing Support Vessel,BUNKER,1435711004,Support
529771000,104049,Fishing Support Vessel,BUNKER,1435709946,Support
529781000,113018,Fishing Support Vessel,FISH CARRIER,1438084210,Support
529782000,126527,Fishing Support Vessel,BUNKER,1435711064,Support
529783000,102437,Purse Seiner,Single Purse Seine,1435709956,Seiner
529794000,124590,Fishing Support Vessel,BUNKER,1435731940,Support
529837000,105885,Fishing Support Vessel,Support Vessel,1436323707,Support
529839000,120858,Fishing Support Vessel,BUNKER,1437530399,Support
533111749,121074,Purse Seiner,Single Purse Seine,1435709985,Seiner
538002582,127333,Fishing Support Vessel,BUNKER,1435710283,Support
538002960,127801,Fishing Support Vessel,FISH CARRIER,1435710042,Support
538003209,127741,Fishing Support Vessel,Fish Carrier,1435709024,Support
538004149,107497,Fishing Support Vessel,Bunker,1435731551,Support
538004917,115035,Fishing Support Vessel,Bunker,1435708930,Support
538005932,126867,Fishing Support Vessel,BUNKER,1435709822,Support
538060004,109478,Purse Seiner,Single Purse Seine,1436262094,Seiner
538060007,121113,Purse Seiner,Purse Seiner (one boat operated),1435709847,Seiner
538060015,109275,Purse Seiner,Single Purse Seine,1435737720,Seiner
538060016,114886,Purse Seiner,Single Purse Seine,1435709778,Seiner
538060017,126800,Purse Seiner,Purse Seiner,1435709764,Seiner
538060019,110239,Purse Seiner,Single Purse Seine,1435709769,Seiner
540000670,126939,Longliner,Tuna longliner,1435710309,Longliner
540001900,108517,Longliner,Tuna longliner,1435710260,Longliner
540002100,102534,Longliner,Tuna longliner,1435710592,Longliner
540002200,117414,Longliner,Tuna longliner,1435710259,Longliner
540002300,113456,Longliner,Tuna longliner,1435710192,Longliner
540003800,127569,Longliner,Tuna longliner,1435709287,Longliner
540003900,116007,Longliner,Tuna longliner,1435709320,Longliner
540004000,104319,Longliner,Tuna longliner,1435880681,Longliner
540004100,106628,Longliner,Tuna longliner,1435710294,Longliner
540004200,102403,Longliner,Tuna longliner,1439440910,Longliner
540005000,115991,Longliner,Tuna longliner,1435710400,Longliner
540010700,125566,Longliner,Tuna longliner,1435710240,Longliner
540010800,126207,Longliner,Tuna longliner,1435710278,Longliner
540011500,125192,Longliner,Tuna longliner,1435710360,Longliner
548051500,127835,Purse Seiner,Single Purse Seine,1435710043,Seiner
548831000,131287,Purse Seiner,Single Purse Seine,1435710928,Seiner
548895000,115133,Purse Seiner,Single Purse Seine,1435711019,Seiner
548905000,132759,Purse Seiner,Single Purse Seine,1435709917,Seiner
553111698,123578,Purse Seiner,Single Purse Seine,1435709763,Seiner
553111712,110882,Purse Seiner,Single Purse Seine,1435709997,Seiner
553111733,112442,Purse Seiner,Single Purse Seine,1435709794,Seiner
553111735,115421,Purse Seiner,Single Purse Seine,1435709776,Seiner
553111738,122592,Purse Seiner,Single Purse Seine,1437544974,Seiner
553111743,115558,Purse Seiner,Single Purse Seine,1435709875,Seiner
553111744,108726,Purse Seiner,Single Purse Seine,1435709877,Seiner
553111750,115182,Purse Seiner,Single Purse Seine,1435709785,Seiner
553111756,104615,Purse Seiner,Single Purse Seine,1435709919,Seiner
553111759,119277,Purse Seiner,Single Purse Seine,1439949460,Seiner
553111764,103340,Purse Seiner,Purse seiner,1435710866,Seiner
553111765,130665,Purse Seiner,Single Purse Seine,1435710850,Seiner
553111771,131641,Purse Seiner,Single Purse Seine,1440398811,Seiner
563418000,113285,Fishing Support Vessel,Fish Carrier,1435709159,Support
572641210,102433,Fishing Support Vessel,Bunker,1436167712,Support
576270000,125468,Fishing Support Vessel,FISH CARRIER,1435710603,Support
576276000,108906,Fishing Support Vessel,FISH CARRIER,1435709828,Support
576277000,101490,Fishing Support Vessel,FISH CARRIER,1435711022,Support
576285000,104060,Fishing Support Vessel,FISH CARRIER,1435731562,Support
576328000,106102,Fishing Support Vessel,Fish Carrier,1435712286,Support
576414000,126459,Fishing Support Vessel,Fish Carrier,1435709757,Support
576687000,100539,Fishing Support Vessel,Fish Carrier,1435709056,Support
576688000,123010,Fishing Support Vessel,Fish Carrier,1435713825,Support
576689000,102641,Fishing Support Vessel,FISH CARRIER,1435713749,Support
576728000,125849,Fishing Support Vessel,FISH CARRIER,1435731881,Support
576732000,121396,Fishing Support Vessel,Fish Carrier,1435722253,Support
576850000,111188,Longliner,Tuna longliner,1437512774,Longliner
576967000,117203,Fishing Support Vessel,BUNKER,1435726311,Support
577077000,113281,Fishing Support Vessel,Fish Carrier,1435709689,Support
577102000,113238,Fishing Support Vessel,Fish Carrier,1435708915,Support
577105000,131633,Fishing Support Vessel,Fish Carrier,1435761194,Support
577106000,110463,Fishing Support Vessel,FISH CARRIER,1435711180,Support
577161000,132652,Fishing Support Vessel,Fish Carrier,1435709800,Support
577315000,120855,Fishing Support Vessel,FISH CARRIER,1435722604,Support
577324000,101561,Fishing Support Vessel,Fish Carrier,1435743523,Support
601137200,129594,Pole and Line,Pole and Line,1435709732,Other
617038000,127912,Purse Seiner,Purse Seiner,1435709048,Seiner
617045000,121373,Purse Seiner,Purse Seiner,1436877196,Seiner
617094000,130481,Purse Seiner,Purse Seiner,1435709004,Seiner
617095000,106511,Purse Seiner,Purse Seiner,1436966160,Seiner
619002000,129712,Purse Seiner,Purse Seiner,1435759847,Seiner
627067000,132207,Purse Seiner,Purse Seiner,1435712660,Seiner
627163000,115705,Pole and Line,Pole and Line,1435712559,Other
636009737,130716,Fishing Support Vessel,Fish Carrier,1435793728,Support
636013146,108069,Fishing Support Vessel,Support Vessel,1435709308,Support
636013153,117717,Fishing Support Vessel,Support Vessel,1435734072,Support
636013649,121635,Fishing Support Vessel,Fish Carrier,1435709150,Support
636013651,105857,Fishing Support Vessel,Fish Carrier,1435708953,Support
636015831,129663,Fishing Support Vessel,Support Vessel,1436463374,Support
636016700,114496,Fishing Support Vessel,Fish Carrier,1435708811,Support
636016916,100448,Fishing Support Vessel,Fish Carrier,1435710303,Support
636016998,115500,Fishing Support Vessel,Fish Carrier,1435721189,Support
636017004,101417,Fishing Support Vessel,Fish Carrier,1435708800,Support
636091098,129476,Fishing Support Vessel,Fish Carrier,1435712705,Support
636092421,123961,Fishing Support Vessel,Fish Carrier,1435709770,Support
636092422,111218,Fishing Support Vessel,Fish Carrier,1435709264,Support
636092423,117394,Fishing Support Vessel,Fish Carrier,1435708872,Support
636092595,105645,Fishing Support Vessel,Support Vessel,1435720222,Support
642167243,129923,Purse Seiner,Purse Seiner,1440581184,Seiner
642525000,127343,Purse Seiner,Purse Seiner,1435730211,Seiner
642711000,116368,Purse Seiner,Purse Seiner,1435709196,Seiner
660000200,118648,Troller,Trolling Line,1435732767,Other
660001800,129205,Purse Seiner,Purse Seiner,1438736543,Seiner
660001900,116458,Purse Seiner,Purse Seiner,1435773437,Seiner
660004300,108986,Purse Seiner,Purse Seiner,1435846083,Seiner
660004900,109743,Purse Seiner,Purse Seiner,1438185891,Seiner
660005100,116916,Purse Seiner,Purse Seiner,1435728762,Seiner
663136000,104407,Purse Seiner,Purse Seiner,1437643723,Seiner
672509000,127469,Fishing Support Vessel,Support Vessel,1438346446,Support
672525000,126970,Fishing Support Vessel,Support Vessel,1435923698,Support
735057587,116357,Purse Seiner,Tuna purse seiner,1435712763,Seiner
735059089,130540,Purse Seiner,Single Purse Seine,1438021617,Seiner
745004600,125133,Driftnet,Driftnet,1435752650,Other
775610060,104763,Purse Seiner,Purse Seiner,1435708897,Seiner
775613000,129566,Purse Seiner,Purse Seiner,1435726112,Seiner
775615000,101089,Purse Seiner,Purse Seiner,1441152182,Seiner
775616000,131215,Purse Seiner,Purse Seiner,1435709249,Seiner
775626000,126708,Purse Seiner,Purse Seiner,1435720163,Seiner
775627000,108665,Purse Seiner,Purse Seiner,1435709564,Seiner
775628000,118322,Purse Seiner,Purse Seiner,1438052402,Seiner
775630000,104043,Purse Seiner,Purse Seiner,1435725861,Seiner
775993050,118796,Pole and Line,Pole and Line,1436211651,Other
799999999,100846,Purse Seiner,Purse Seiner,1435730830,Seiner
888802000,132118,Purse Seiner,Tuna purse seiner,1435728681,Seiner
